Hours,ADX,MACD,Signal Line,Histogram,%K,%D,Open,High,Low,Close,Output
62,31.1920110184,-20.8381914903,-17.3863028741,-3.45188861616,19.7694278395,40.2135017607,3954.05,3962.9,3928.32,3946.84,-1.0
63,33.5502150054,-26.0941676854,-19.1278758364,-6.96629184898,1.70491803279,39.2582203226,3946.83,3957.0,3900.0,3902.08,-1.0
64,35.9505433432,-27.7608821666,-20.8544771024,-6.90640506415,31.9765739385,37.3076529535,3902.91,3938.02,3885.4,3929.08,1.0
65,38.0375090995,-29.2728563935,-22.5381529606,-6.73470343289,27.1815519766,37.1554630679,3929.08,3940.0,3915.0,3922.53,-1.0
66,40.1669180309,-30.7915500882,-24.1888323862,-6.60271770207,22.2119246216,36.1495449082,3922.53,3930.0,3902.1,3914.16,-1.0
67,42.3149762569,-33.5769477113,-26.0664554512,-7.5104922601,3.36731541551,34.5319687054,3914.22,3924.78,3889.6,3889.76,-1.0
68,45.0274714121,-41.5365960175,-29.1604835644,-12.3761124531,1.23975009762,31.8726530001,3889.76,3892.7,3810.0,3812.54,-1.0
69,47.7100775092,-48.0054190949,-32.9294706705,-15.0759484243,9.84566956674,29.7069445498,3812.54,3850.0,3781.17,3803.69,-1.0
70,50.5255622587,-54.2687372427,-37.197323985,-17.0714132577,26.4117457244,26.917910914,3803.72,3858.66,3700.0,3781.85,-1.0
71,53.1399409545,-61.1548271051,-41.988824609,-19.1660024961,16.1611856126,24.6752820093,3781.68,3789.0,3700.0,3749.29,-1.0
72,53.9550813854,-61.9712812467,-45.9853159365,-15.9859653102,32.1928613686,22.7908569382,3749.0,3825.81,3745.03,3797.95,1.0
73,54.7119974997,-64.612989976,-49.7108507444,-14.9021392316,21.143744425,21.4910504099,3797.9,3798.93,3760.18,3764.0,-1.0
74,55.8067644153,-65.7102490661,-52.9107304088,-12.7995186574,23.3937742375,18.9103518245,3764.0,3790.0,3712.0,3766.96,1.0
75,56.823333694,-67.0144805577,-55.7314804386,-11.2830001191,19.7793837961,17.7414045454,3765.1,3784.14,3743.12,3752.0,-1.0
76,56.8525559221,-64.8220182726,-57.5495880054,-7.27243026724,32.186770428,18.3128447609,3752.13,3806.0,3752.02,3782.72,1.0
77,56.4778980182,-61.3125732541,-58.3021850551,-3.01038819902,39.9666666667,19.199797803,3782.72,3816.0,3776.02,3795.92,1.0
78,56.1300013932,-57.0107280316,-58.0438936504,1.03316561879,44.425,21.9327798482,3795.92,3810.91,3786.0,3806.62,1.0
79,54.4650487268,-50.4857982644,-56.5322745732,6.04647630885,60.0086956522,22.8219531384,3805.75,3845.0,3797.0,3838.02,1.0
80,52.3928396448,-45.5984510306,-54.3455098647,8.74705883411,56.9401192277,25.1667491152,3838.08,3860.0,3827.99,3827.99,-1.0
81,50.726107945,-38.4289516191,-51.1621982156,12.7332465964,84.769071095,27.6473344442,3827.99,3867.0,3815.23,3863.35,1.0
82,49.0669354464,-33.6981022043,-47.6693790133,13.971276809,86.3235294118,33.4617455642,3863.35,3870.0,3840.0,3846.75,-1.0
83,47.700110521,-28.3025010706,-43.7960034248,15.4935023541,95.9470588235,39.5391583723,3847.25,3866.0,3832.0,3863.11,1.0
84,46.605527082,-26.6276283754,-40.3623284149,13.7347000395,74.7470588235,45.6892576049,3863.13,3865.22,3824.0,3827.07,-1.0
85,45.6117074216,-25.1084816384,-37.3115590596,12.2030774212,72.0632911392,49.1417799692,3828.6,3838.36,3823.0,3825.86,-1.0
86,44.5645643272,-23.3178284212,-34.5128129319,11.1949845107,74.5569620253,53.1347875068,3825.0,3841.0,3824.99,3829.8,1.0
87,44.7752374434,-25.6928114741,-32.7488126403,7.05600116623,42.4746835443,56.1607946965,3828.85,3829.0,3766.01,3779.11,-1.0
88,44.9710266687,-28.1749456441,-31.8340392411,3.65909359699,19.3332282472,57.6844332051,3778.93,3810.0,3766.0,3767.65,-1.0
89,45.4454349506,-28.7487550862,-31.2169824101,2.46822732393,26.8634686347,57.3943942057,3768.85,3781.0,3748.05,3780.81,1.0
90,45.686838224,-29.5846598618,-30.8905179004,1.30585803868,19.524395244,57.9004002656,3779.03,3785.0,3761.1,3771.86,-1.0
91,45.966069521,-29.7245321519,-30.6573207507,0.93278859884,21.3530135301,56.9959448954,3771.5,3780.93,3758.01,3774.09,1.0
92,45.7406259735,-28.2341810156,-30.1726928037,1.93851178807,34.3173431734,55.6663982427,3774.09,3789.98,3774.0,3789.9,1.0
93,44.1620968851,-24.7337158119,-29.0848974053,4.35118159348,54.9897498975,54.9444227551,3788.83,3818.7,3780.0,3815.11,1.0
94,42.3833366775,-22.2804884777,-27.7240156198,5.44352714211,49.1184911849,54.5859266298,3815.11,3826.0,3799.01,3807.95,-1.0
95,40.565690244,-18.8241936891,-25.9440512337,7.11985754458,62.2796227962,54.0272389125,3807.96,3829.8,3805.39,3824.0,1.0
96,39.0493213303,-17.809897844,-24.3172205557,6.50732271173,44.111911827,52.4208497483,3824.0,3835.0,3800.0,3800.08,-1.0
97,37.8944198509,-16.9973310384,-22.8532426523,5.85591161389,42.4255355466,49.4057342065,3803.01,3811.46,3792.04,3797.76,-1.0
98,36.1681819686,-15.0111054096,-21.2848152037,6.27370979413,69.0693921463,45.5827682581,3797.03,3825.0,3790.0,3812.25,1.0
99,35.1887617663,-15.4313433881,-20.1141208406,4.68277745252,40.107584723,45.1772206383,3812.73,3824.91,3771.0,3785.33,-1.0
100,34.2793001499,-15.7785800563,-19.2470126837,3.46843262747,40.080506038,42.89467018,3784.97,3795.0,3772.08,3782.9,-1.0
101,33.505051399,-15.4687674167,-18.4913636303,3.0225962136,45.8769407706,40.4320661809,3783.51,3793.68,3770.0,3787.94,1.0
102,32.7029418498,-15.1127744095,-17.8156457862,2.70287137667,44.9683726279,40.6750845542,3787.89,3795.13,3780.0,3787.15,-1.0
103,32.7079384312,-16.4190160772,-17.5363198444,1.11730376715,9.58726872817,42.5061662957,3787.17,3790.0,3757.71,3765.12,-1.0
104,33.4478850217,-19.4187323004,-17.9128023356,-1.50592996478,7.61904761905,41.2721520167,3765.59,3766.24,3730.0,3738.0,-1.0
105,35.210096208,-27.0032537595,-19.7308926204,-7.27236113913,0.0,40.4217700435,3738.0,3738.9,3669.61,3669.61,-1.0
106,36.8582355089,-28.7776423242,-21.5402425611,-7.2373997631,29.6155928533,38.8965547913,3669.59,3728.0,3668.77,3718.0,1.0
107,38.388650574,-30.8753240508,-23.4072588591,-7.4680651917,21.8071346929,38.5607154828,3717.0,3725.0,3695.0,3705.02,-1.0
108,40.0315943511,-34.0862675795,-25.5430606031,-8.54320697635,7.33321301811,36.1905286824,3705.0,3719.8,3680.23,3680.96,-1.0
109,41.9348603237,-38.1567644458,-28.0658013717,-10.0909630742,3.04347826087,33.2058659562,3680.8,3687.9,3651.0,3656.6,-1.0
110,44.1503025479,-44.1498116836,-31.2826034341,-12.8672082496,4.98704368778,28.9747127751,3656.02,3656.58,3605.03,3616.0,-1.0
111,46.4783092114,-51.5146229191,-35.3290073311,-16.185615588,3.17596232437,26.1800793366,3615.99,3633.02,3568.07,3576.23,-1.0
112,48.9223008807,-54.3205049649,-39.1273068579,-15.1931981071,28.694292416,23.3765383922,3578.0,3612.95,3517.95,3606.03,1.0
113,50.4395580577,-55.4267600725,-42.3871975008,-13.0395625717,33.9165884984,20.4926026971,3605.93,3629.9,3581.92,3611.96,1.0
114,51.848439722,-56.6996749279,-45.2496929862,-11.4499819417,29.2228876542,20.0503886811,3611.93,3616.0,3588.81,3598.95,-1.0
115,53.1566869817,-57.2039851432,-47.6405514176,-9.56343372558,28.5301969839,19.2748445108,3598.95,3607.23,3592.71,3597.03,-1.0
116,54.2291201198,-56.8283423187,-49.4781095978,-7.35023272091,29.6158794339,18.0357913832,3597.92,3609.99,3596.0,3598.52,1.0
117,55.2259894905,-55.8082421877,-50.7441361158,-5.06410607189,32.844657457,16.9391847265,3597.95,3609.0,3595.9,3599.5,1.0
118,54.5619664782,-51.8929131142,-50.9738915155,-0.91902159873,50.9798596968,18.6004267786,3599.52,3640.0,3599.5,3630.59,1.0
119,52.5185274957,-46.9608129784,-50.1712758081,3.21046282965,61.22351821,21.6976276413,3631.11,3674.5,3630.0,3646.55,1.0
120,50.7618361336,-44.2231184221,-48.9816443309,4.75852590875,52.0502294132,26.0707360848,3646.55,3669.0,3623.6,3625.72,-1.0
121,49.8895157017,-40.1032367222,-47.2059628092,7.10272608692,62.5266286847,27.6732101248,3625.64,3645.96,3585.0,3644.16,1.0
122,48.656769692,-38.5076230061,-45.4662948485,6.95867184244,58.852603707,30.5817454099,3644.16,3656.81,3610.0,3617.97,-1.0
123,47.5120769688,-36.1629384934,-43.6056235775,7.44268508412,69.1408495688,34.2617018877,3617.97,3648.0,3611.51,3626.19,1.0
124,46.035474686,-31.7974684223,-41.2439925465,9.44652412421,86.087511977,38.9829426954,3626.22,3658.0,3626.22,3652.72,1.0
125,44.3756189434,-28.6307044814,-38.7213349334,10.0906304521,81.1561801341,44.7758332875,3652.65,3665.0,3636.7,3645.0,-1.0
126,43.3301251952,-27.4770210008,-36.4724721469,8.99545114609,45.7442212141,50.3458488454,3645.0,3645.0,3616.55,3624.27,-1.0
127,42.8357769839,-27.8793827069,-34.7538542589,6.87447155198,21.1955307263,51.5637009024,3624.27,3631.97,3594.72,3603.97,-1.0
128,43.2064728257,-31.7713825313,-34.1573599134,2.38597738208,6.39215686275,50.6550539186,3603.4,3608.28,3547.0,3555.15,-1.0
129,43.550690393,-32.6733039603,-33.8605487228,1.18724476247,23.9450980392,49.0242874335,3555.17,3588.0,3555.15,3577.53,1.0
130,44.1596748711,-36.1569939237,-34.319837763,-1.8371561607,1.40183539273,48.6967803661,3576.3,3577.81,3536.11,3538.05,-1.0
131,44.2581686866,-35.4007168987,-34.5360135901,-0.864703308555,31.6057833345,46.681491506,3538.06,3588.0,3531.33,3576.58,1.0
132,44.3496272296,-35.3045942506,-34.6897297222,-0.614864528393,23.7270377872,46.5930004972,3576.98,3586.04,3562.02,3565.3,-1.0
133,45.0581944329,-37.9444458027,-35.3406729383,-2.60377286438,2.20547945205,44.6463703608,3565.3,3565.3,3523.0,3526.22,-1.0
134,45.9214796898,-39.114421283,-36.0954226072,-3.0189986758,15.4110460677,40.4307961638,3526.29,3544.2,3507.84,3532.06,1.0
135,46.9133454705,-39.3053203485,-36.7374021555,-2.567918193,24.75,37.8137116392,3532.7,3539.9,3493.0,3535.57,1.0
136,47.3356436826,-38.1869042847,-37.0273025813,-1.15960170335,30.726744186,35.1153810188,3537.98,3550.03,3520.01,3545.85,1.0
137,47.3381030207,-36.2077816787,-36.8633984008,0.655616722074,35.5930232558,33.106391053,3545.97,3558.0,3521.6,3554.22,1.0
138,46.3321809052,-33.628722296,-36.2164631798,2.58774088387,40.0813953488,30.710117745,3555.86,3579.96,3545.26,3561.94,1.0
139,45.3981103693,-30.2883342064,-35.0308373852,4.74250317876,53.0789473684,27.4239665572,3561.94,3576.67,3558.33,3573.68,1.0
140,44.0646343382,-27.3547727777,-33.4956244637,6.14085168594,57.7966467583,25.4184499311,3573.68,3586.85,3561.42,3573.32,-1.0
141,42.7727959992,-24.5986802307,-31.7162356171,7.11755538634,71.261276891,26.27933747,3573.32,3588.0,3567.95,3575.15,1.0
142,39.9358172224,-17.2434660674,-28.8216817071,11.5782156398,96.4899328859,29.855462196,3575.15,3642.0,3573.67,3636.77,1.0
143,38.7189554665,-6.62483997278,-24.3823133603,17.7574733875,98.6243902439,36.2910176263,3636.66,3698.0,3622.0,3695.18,1.0
144,37.7973927291,0.283939331777,-19.4490628219,19.7330021536,85.376064003,41.6252527837,3695.21,3707.99,3656.08,3676.55,-1.0
145,36.9416559015,5.24125714211,-14.5109988291,19.7522559712,82.738732034,47.6234119702,3678.0,3700.0,3663.1,3670.88,-1.0
146,36.0263084531,9.40290206882,-9.72821864949,19.1311207183,84.7062654077,51.2757654487,3672.94,3685.94,3660.0,3675.11,1.0
147,34.823137392,12.7246135975,-5.23765220009,17.9622657976,85.6877064049,55.6314245645,3675.11,3681.25,3651.11,3677.22,1.0
148,34.8415743702,18.7933663496,-0.431448490146,19.2248148398,96.0209205021,61.5944407754,3676.53,3732.0,3671.0,3722.49,1.0
149,35.2808181554,24.3454277213,4.52392675213,19.8215009691,91.1772184083,67.3522889493,3722.47,3755.99,3718.0,3735.17,1.0
150,35.6888596209,29.1230777677,9.44375695525,19.6793208125,94.8848122867,72.0970902642,3735.17,3756.0,3725.93,3744.01,1.0
151,35.3008708179,31.6760163766,13.8902088395,17.7858075371,83.632885488,76.6798094142,3744.05,3770.04,3707.2,3733.25,-1.0
152,34.9405955008,33.5353726499,17.8192416016,15.7161310483,83.9261253602,80.1112281451,3733.53,3747.0,3716.16,3736.01,1.0
153,34.8937740833,35.4204481045,21.3394829022,14.0809652023,88.5581439939,83.2429945745,3736.04,3760.0,3726.0,3746.17,1.0
154,34.8502970528,36.4801459893,24.3676155196,12.1125304697,88.1043099609,85.7772229049,3746.17,3760.0,3740.09,3746.0,-1.0
155,34.8811436824,37.3764888223,26.9693901801,10.4070986422,90.8336303916,87.9420559908,3746.08,3762.99,3745.67,3752.04,1.0
156,35.4065056871,37.976683477,29.1708488395,8.80583463748,82.2598454177,89.3400812408,3752.05,3785.02,3745.5,3756.1,1.0
157,34.829912414,36.474537597,30.631586591,5.842951006,63.9907400493,88.3236464216,3756.12,3763.0,3723.22,3736.8,-1.0
158,33.4138345812,33.6965653253,31.2445823379,2.4519829874,52.8937345979,85.8498142649,3738.0,3739.77,3702.05,3721.94,-1.0
159,32.3351491056,31.3171675018,31.2590993706,0.0580681311527,54.5889029945,83.5296478788,3721.92,3747.99,3713.0,3724.21,1.0
160,31.3335125925,29.3066744207,30.8686143807,-1.56193995994,56.5603763722,81.5189458046,3724.21,3737.22,3722.83,3726.85,1.0
161,30.7283169036,28.4648730105,30.3878661066,-1.92299309611,60.7174179968,79.5085251592,3727.23,3747.96,3725.11,3740.23,1.0
162,30.2597978813,28.3440898771,29.9791108607,-1.63502098366,59.0574906593,77.72493313,3740.23,3751.05,3735.65,3751.05,1.0
163,30.2914062665,27.6504382497,29.5133763385,-1.86293808883,54.8873086658,75.0846881412,3751.77,3767.0,3745.52,3747.59,-1.0
164,29.5936232232,26.590848647,28.9288708002,-2.33802215318,51.850066289,72.4925517311,3747.6,3751.87,3731.0,3745.07,-1.0
165,29.1389157326,25.9402773214,28.3311521044,-2.39087478309,59.1418585031,69.4186413027,3745.07,3757.97,3740.52,3751.12,1.0
166,29.0569875601,25.672618564,27.7994453963,-2.1268268324,67.265276606,67.6692822323,3751.92,3768.98,3751.19,3757.86,1.0
167,27.3380601507,22.0480697533,26.6491702677,-4.60110051445,20.0915993733,66.479221607,3757.95,3759.89,3715.1,3718.72,-1.0
168,25.6611592978,19.0647557876,25.1322873717,-6.06753158408,21.7186935037,61.5887541341,3718.72,3735.0,3713.07,3720.07,1.0
169,24.2626881062,17.5399969167,23.6138292807,-6.07383236403,37.27853441,56.8469243872,3720.08,3739.14,3714.0,3732.98,1.0
170,23.2666970058,16.7677214831,22.2446077212,-5.47688623807,57.8664276109,53.0215603885,3732.9,3747.0,3731.0,3740.78,1.0
171,22.1387880222,15.4698108559,20.8896483481,-5.41983749225,48.4685492305,51.2791734023,3740.75,3741.97,3726.72,3734.49,-1.0
172,20.9106353236,13.7349827479,19.4587152281,-5.72373248022,26.2593783494,50.1704454866,3734.49,3738.02,3723.0,3727.7,-1.0
173,19.4765410639,12.3708298684,18.0411381561,-5.67030828776,29.5653729208,48.2679914689,3728.22,3730.0,3717.02,3729.6,1.0
174,18.6138673785,11.788877272,16.7906859793,-5.00180870731,43.6415668038,46.4805964636,3729.47,3740.05,3728.0,3737.47,1.0
175,17.7867770498,10.7430867504,15.5811661335,-4.83807938315,33.4287247362,45.5578243516,3737.57,3739.64,3727.52,3731.76,-1.0
176,17.7455463678,11.1765775183,14.7002484105,-3.52367089216,64.2639957074,43.6086319758,3730.45,3755.78,3730.0,3749.0,1.0
177,18.0278908498,12.4234825072,14.2448952298,-1.82141272259,87.4619924879,43.9805251936,3748.07,3763.63,3740.08,3761.97,1.0
178,18.4228748092,12.0438954472,13.8046952733,-1.76079982611,60.2217850116,46.3072883237,3760.57,3766.9,3743.0,3746.74,-1.0
179,18.7896456286,12.1277643267,13.469309084,-1.3415447573,71.8476122339,46.9052682325,3747.67,3757.02,3744.53,3753.24,1.0
180,17.8055422558,10.3593110063,12.8473094684,-2.48799846213,35.1291101616,47.8128220704,3754.08,3754.38,3723.56,3731.98,-1.0
181,16.8917319811,9.29924859285,12.1376972933,-2.83844870047,45.4579230912,45.5173816101,3731.98,3743.88,3727.96,3737.54,1.0
182,16.471649095,8.80388062113,11.4709339589,-2.66705333776,54.9527410208,47.3292618756,3736.24,3752.0,3733.97,3743.07,1.0
183,16.0176739605,9.03099824305,10.9829468157,-1.95194857267,70.208500401,49.7031224126,3742.12,3752.45,3733.0,3752.04,1.0
184,15.793762823,8.7653952603,10.5394365046,-1.77404124434,61.6479550922,52.0552628405,3752.04,3756.0,3744.0,3747.77,-1.0
185,15.809912999,9.15701235062,10.2629516738,-1.10593932321,79.2301523657,52.3253719463,3747.81,3760.0,3746.0,3756.54,1.0
186,15.8613239984,8.99093443163,10.0085482254,-1.01761379376,69.9679230152,54.5226293131,3756.54,3760.63,3750.14,3751.92,-1.0
187,16.1105163661,9.46513623947,9.89986582821,-0.434729588736,85.8790955238,57.6446682178,3751.92,3764.0,3751.81,3760.78,1.0
188,17.7701174982,12.0613326845,10.3321591995,1.72917348502,93.6452021981,61.6670769752,3760.78,3794.53,3760.78,3790.02,1.0
189,19.5647960827,14.2275682732,11.1112410142,3.11632725899,89.4467213115,65.2387652176,3790.02,3801.64,3777.03,3793.4,1.0
190,21.4535528191,15.9668403923,12.0823608898,3.88447950247,85.59943249,69.2400506873,3793.4,3808.14,3790.0,3795.96,1.0
191,21.7196242926,16.8316622475,13.0322211614,3.79944108616,80.9174745803,70.7640104575,3795.94,3805.0,3771.57,3792.0,-1.0
192,23.3030896895,20.8337686897,14.592530667,6.24123802265,92.6548089592,70.2965448926,3794.44,3845.0,3792.14,3836.08,1.0
193,24.7734504151,22.6398205325,16.2019886401,6.43783189238,81.3817523057,72.6131894603,3835.8,3839.8,3815.0,3822.39,-1.0
194,25.1966202342,23.2886666141,17.6193242349,5.6693423792,75.2392344498,73.2941994654,3822.36,3823.78,3801.08,3816.02,-1.0
195,25.9179968384,24.6986894232,19.0351972726,5.66349215063,87.1875,76.1592083432,3816.02,3833.8,3814.0,3830.65,1.0
196,26.7774757764,24.9116851919,20.2104948564,4.70119033545,80.3571428571,79.1398924081,3830.65,3839.8,3819.97,3823.0,-1.0
197,27.5755633617,25.6721612478,21.3028281347,4.36933311307,89.1089108911,80.9544925392,3823.98,3835.02,3823.0,3834.0,1.0
198,27.7509285159,24.6464127303,21.9715450538,2.67486767651,72.0606060606,82.30452186,3834.02,3837.75,3815.32,3817.34,-1.0
199,27.9137675877,24.1729469377,22.4118254306,1.76112150709,78.9162977019,83.0482826434,3819.88,3827.98,3817.45,3825.0,1.0
200,26.8444694569,21.7204828901,22.2735569225,-0.553074032448,54.2440175985,83.0258644532,3825.0,3826.02,3800.0,3802.36,-1.0
201,25.0289888251,18.9659827628,21.6120420906,-2.64605932776,40.6554262645,81.902728352,3801.67,3806.21,3786.0,3795.02,-1.0
202,23.4939575263,17.1453802954,20.7187097315,-3.5733294361,41.3863543511,78.672466262,3795.02,3809.0,3789.52,3801.96,1.0
203,22.5029273537,16.3524253105,19.8454528473,-3.49302753682,55.5358845159,74.9396914158,3801.79,3817.14,3798.3,3812.35,1.0
204,20.9538618693,14.1839001763,18.7131423131,-4.52924213679,32.302873485,72.5174887875,3813.12,3815.97,3787.83,3795.29,-1.0
205,19.5154439195,12.4796266362,17.4664391777,-4.98681254158,19.0677966102,68.7105917157,3796.72,3802.0,3791.44,3797.25,1.0
206,18.675693973,10.2650576046,16.0261628631,-5.76110525855,11.9367454515,64.292757575,3797.25,3798.0,3780.99,3788.01,-1.0
207,17.8959261655,8.41221796321,14.5033738831,-6.09115591991,11.9197415406,58.5271816102,3787.53,3796.0,3785.01,3788.0,1.0
208,17.9414253166,6.21694795404,12.8460886973,-6.62914074327,12.9069767442,53.5656094127,3788.5,3790.73,3771.0,3779.88,-1.0
209,18.0096807293,4.70456321233,11.2177836003,-6.51322038799,18.5714285714,49.1133052909,3779.81,3784.8,3770.5,3783.37,1.0
210,17.1622536521,4.5238109137,9.87898906299,-5.35517814929,38.8550185874,44.2121573317,3783.33,3797.28,3781.12,3796.63,1.0
211,16.4064144557,5.30705272059,8.96460179451,-3.65754907391,57.0557620818,41.2477198838,3797.01,3812.0,3785.04,3808.87,1.0
212,15.7045637734,4.47857205397,8.0673958464,-3.58882379243,36.6214335421,38.9582092546,3808.87,3808.87,3790.0,3791.55,-1.0
213,14.7602173308,3.83747099546,7.22141087621,-3.38393988075,39.2471181556,36.426839789,3790.96,3796.37,3780.16,3792.29,1.0
214,13.8865643116,2.95561152232,6.36825100543,-3.41263948312,37.6929674099,33.5933269643,3793.18,3793.75,3780.11,3788.08,-1.0
215,12.8971594574,2.45278017986,5.58515684032,-3.13237666046,43.653516295,32.4111090936,3788.09,3796.31,3782.0,3790.86,1.0
216,12.1199586911,1.39110000922,4.7463454741,-3.35524546488,26.4579759863,32.6252583815,3790.8,3795.0,3780.01,3782.84,-1.0
217,11.9695845743,0.316893607611,3.8604551008,-3.54356149319,20.8928964152,31.5589456412,3782.84,3789.26,3772.0,3780.0,-1.0
218,11.8299514657,-0.992605921939,2.88984289625,-3.88244881819,8.86746987952,29.0844464911,3780.02,3782.0,3772.3,3774.18,-1.0
219,12.2108083758,-1.54298183914,2.00327794917,-3.54625978832,31.914893617,27.4104890908,3775.66,3780.0,3765.0,3780.0,1.0
220,13.0544361387,0.202825995972,1.64318755853,-1.44036156256,68.6745021221,28.328138877,3779.36,3826.26,3777.62,3807.07,1.0
221,13.8378047757,1.9615891033,1.70686786749,0.254721235816,76.7221678093,32.380835782,3807.01,3824.0,3796.84,3812.0,1.0
222,14.56521851,3.23741103522,2.01297650103,1.22443453419,75.0897812602,37.0095805155,3812.03,3815.0,3808.0,3811.0,-1.0
223,15.578748432,4.03656028632,2.41769325809,1.61886702823,71.7433888345,41.4512094095,3811.06,3822.0,3803.98,3808.95,-1.0
224,16.5198833596,5.2516594399,2.98448649445,2.26717294545,84.7371857656,45.2492065711,3808.52,3819.18,3804.28,3816.91,1.0
225,17.0047248702,5.27349884012,3.44228896359,1.83120987653,66.9278485145,48.5265042267,3816.91,3820.0,3800.0,3806.0,-1.0
226,16.7637527634,4.75427331219,3.70468583331,1.04958747888,57.1825008162,49.2316532576,3805.98,3812.96,3792.0,3800.03,-1.0
227,16.5399929499,4.37864905741,3.83947847813,0.539170579284,58.9291544238,50.7003009201,3800.04,3806.45,3795.0,3801.1,1.0
228,16.6986043838,4.8218078429,4.03594435108,0.785863491816,75.0408096637,52.1061606535,3801.12,3812.0,3801.05,3810.97,1.0
229,17.1009757209,4.79736748574,4.18822897801,0.609138507725,68.5602350637,54.7738636716,3809.02,3815.99,3807.0,3807.0,-1.0
230,16.9495810407,2.81938865907,3.91446091422,-1.09507225516,29.5951681358,56.5529150123,3806.9,3809.99,3770.01,3783.13,-1.0
231,16.8095394926,0.499668624962,3.23150245637,-2.73183383141,14.4955925563,56.7770001658,3783.13,3798.2,3770.0,3773.88,-1.0
232,16.793452365,-0.687686599763,2.44766464514,-3.13535124491,27.5057133529,56.3200498902,3773.93,3792.0,3768.0,3781.85,1.0
233,16.7785143179,-1.69945850974,1.61824001417,-3.3176985239,21.8503261243,57.6513529954,3783.31,3792.0,3780.0,3780.73,-1.0
234,16.9261306551,-2.05239139066,0.884113733203,-2.93650512386,32.1428571429,56.9324553174,3780.73,3789.16,3777.44,3786.0,1.0
235,17.0632029682,-2.74266767753,0.158757451057,-2.90142512858,23.1851851852,54.3230521045,3785.96,3787.94,3780.0,3780.52,-1.0
236,17.3294248231,-3.30009020795,-0.533012080745,-2.76707812721,22.0740740741,50.4989819171,3780.52,3783.52,3778.0,3779.92,-1.0
237,18.5424890266,-5.12473646161,-1.45135695692,-3.67337950469,0.0,46.7121456895,3779.16,3783.41,3762.05,3762.05,-1.0
238,20.2411057533,-7.20507484882,-2.6021005353,-4.60297431352,4.51428571429,41.5876179156,3762.05,3762.95,3750.0,3753.16,-1.0
239,21.0882208576,-8.36357273226,-3.75439497469,-4.60917775757,20.6055624058,35.8574107691,3754.88,3770.05,3743.0,3758.04,1.0
240,22.2587166267,-10.5352326383,-5.11056250741,-5.42467013088,7.28239366963,32.5486760471,3759.97,3759.97,3735.11,3741.0,-1.0
241,23.664193355,-12.398211395,-6.56809228493,-5.83011911007,10.7625866576,28.9843826795,3741.15,3759.0,3728.0,3737.47,-1.0
242,24.9692788885,-12.8773176985,-7.82993736763,-5.04738033083,22.7184907376,25.5439135533,3736.5,3757.8,3736.22,3747.99,1.0
243,25.9280907191,-12.706277706,-8.80520543531,-3.90107227072,30.4915233565,21.8066050586,3747.48,3760.0,3740.11,3753.0,1.0
244,26.7619733478,-12.8199497609,-9.60815430043,-3.21179546047,28.603988604,19.0874113652,3752.85,3760.47,3745.21,3748.08,-1.0
245,28.172611743,-13.238354365,-10.3341943133,-2.90416005167,22.0625,19.0166128272,3747.3,3748.24,3732.48,3742.12,-1.0
246,29.9070258269,-14.7857841333,-11.2245122773,-3.56127185597,4.02175468728,19.557106216,3742.11,3746.53,3722.13,3724.94,-1.0
247,31.7761905386,-16.5858982352,-12.2967894689,-4.28910876626,0.620280474649,17.8796805971,3724.94,3727.35,3715.0,3715.46,-1.0
248,34.296650746,-18.9615329505,-13.6297381652,-5.33179478524,14.7047282715,16.363248765,3716.78,3716.8,3686.0,3700.99,-1.0
249,36.3020258792,-20.2086366966,-14.9455178715,-5.26311882512,20.4881050041,15.1176681313,3700.99,3719.91,3699.96,3705.98,1.0
250,38.6370484333,-22.2237904955,-16.4011723963,-5.8226180992,11.4600132815,14.9250195469,3705.84,3709.8,3678.0,3690.08,-1.0
251,40.805283662,-22.5314603893,-17.6272299949,-4.90423039437,26.9853340576,14.1668723475,3689.71,3707.88,3680.26,3702.84,1.0
252,40.92534204,-21.4475953728,-18.3913030705,-3.05629230234,41.5317762086,16.0943962087,3702.7,3727.9,3695.95,3716.23,1.0
253,40.6367232382,-20.0077855124,-18.7145995589,-1.29318595353,51.618770462,18.7385026726,3716.0,3732.75,3710.0,3720.57,1.0
254,40.6623047613,-19.3074468979,-18.8331690267,-0.474277871265,41.6515096399,20.9537318195,3720.57,3725.0,3702.02,3712.35,-1.0
255,40.7245953597,-19.2734215231,-18.921219526,-0.352201997152,30.4838122954,23.4086686745,3712.91,3715.31,3700.97,3703.14,-1.0
256,41.4381009913,-20.5611404286,-19.2492037065,-1.31193672212,7.16624226992,24.8173276486,3703.44,3711.0,3681.11,3683.91,-1.0
257,42.4058546284,-21.0014770021,-19.5996583656,-1.4018186365,20.0419843111,23.7064527581,3683.89,3693.04,3669.96,3688.1,1.0
258,41.6048635252,-20.5630913887,-19.7923449702,-0.770746418493,31.8855390904,22.960057112,3688.1,3714.7,3684.01,3694.92,1.0
259,41.1442783788,-19.2609591687,-19.6860678099,0.425108641238,44.4560532846,23.1944535753,3695.99,3708.0,3676.0,3704.0,1.0
260,40.2884778685,-18.3427534787,-19.4174049437,1.07465146498,47.7942347508,24.7939930956,3702.99,3713.99,3692.0,3699.97,-1.0
261,39.2079840885,-16.9181449925,-18.9175529534,1.99940796096,57.7002707437,27.9205988144,3700.0,3718.0,3699.95,3706.19,1.0
