0	0	0	0	0	0	3866.2	3868	3831.35	3847.01
0	0	0	0	0	0	3847.01	3862	3843.01	3845
0	0	0	0	0	0	3845	3855	3841	3851
0	0	0	0	0	0	3851.88	3878	3847.09	3865
0	0	0	0	0	0	3865.17	3870	3855.01	3856.84
0	0	0	0	0	0	3856.02	3864	3850.97	3863.33
0	0	0	0	0	0	3863.51	3875	3860.51	3874.07
0	0	0	0	0	0	3874.07	3875.98	3863	3869.51
0	0	0	0	0	0	3866	3876.78	3861.57	3861.77
0	0	0	0	0	0	3864	3868.45	3856.51	3863.16
0	0	0	0	0	0	3863.07	3865.99	3855	3862.27
0	0	0	0	0	0	3863.25	3865	3850	3856
0	0	0	0	0	0	3856.07	3858.02	3850	3855.99
0	0	0	0	67.22400857	0	3855.39	3870.06	3852	3862.71
0	0	0	0	69.56756757	0	3863.52	3868.98	3860.1	3866.74
0	0	0	0	47.21621622	0	3867.22	3868	3856.7	3858.47
0	0	0	0	18.14946619	0	3858.53	3860	3851	3852.7
0	0	0	0	37.71471247	0	3852.38	3863.8	3850.22	3860.1
0	0	0	0	34.35399552	0	3860.39	3861.75	3853.82	3859.2
0	0	0	0	84.94522692	0	3859.8	3881.95	3859.8	3877.14
0	0	0	0	92	0	3875.89	3885	3873.67	3882.2
0	0	0	0	81.29381134	0	3882.84	3949.86	3882.08	3931.18
0	0	0	0	57.17003805	0	3930	3930.46	3890	3907.09
0	0	0	0	73.20248348	0	3907.89	3924.8	3899.96	3923.1
0	0	0	0	63.70919287	0	3922.2	3925	3905.1	3913.62
0	22.05467223	0	0	62.86801522	0	3914.68	3916.24	3910.39	3912.78
0	20.43019275	0	0	44.33962264	0	3914	3915.08	3882.02	3894.4
49.0597085	19.19425933	0	0	47.7318346	59.55388265	3891.72	3905.98	3888	3897.78
47.91121592	18.26406352	0	0	50.96346849	58.16158451	3896.75	3904	3894	3901
46.94188287	17.16679828	0	0	48.94620634	56.83272029	3901	3906	3895.55	3898.99
46.04178789	16.27980359	0	0	51.06382979	56.95629101	3899.57	3904.55	3897.1	3901.1
44.46622355	15.01404076	0	0	44.20033319	59.30731698	3901.12	3902.66	3890	3896.27
43.00319953	14.05466486	0	0	43.32667111	59.7705756	3895.86	3899.9	3894.03	3898.82
41.84424083	13.07344824	17.28132706	-4.207878819	31.86769917	60.411481	3898.82	3902.93	3895	3897.95
39.72180386	12.39980618	16.30502288	-3.905216702	27.99233491	56.62022902	3897.04	3902.96	3885	3901.01
37.97972469	11.8759008	15.41919847	-3.543297671	42.96036334	52.04825294	3901.1	3906	3898.1	3902.83
