Hours,ADX,MACD,Signal Line,Histogram,%K,%D,Open,High,Low,Close,Output
0,0.0,0.0,0.0,0.0,0.0,0.0,3866.2,3868.0,3831.35,3847.01,-1.0
1,0.0,0.0,0.0,0.0,0.0,0.0,3847.01,3862.0,3843.01,3845.0,-1.0
2,0.0,0.0,0.0,0.0,0.0,0.0,3845.0,3855.0,3841.0,3851.0,1.0
3,0.0,0.0,0.0,0.0,0.0,0.0,3851.88,3878.0,3847.09,3865.0,1.0
4,0.0,0.0,0.0,0.0,0.0,0.0,3865.17,3870.0,3855.01,3856.84,-1.0
5,0.0,0.0,0.0,0.0,0.0,0.0,3856.02,3864.0,3850.97,3863.33,1.0
6,0.0,0.0,0.0,0.0,0.0,0.0,3863.51,3875.0,3860.51,3874.07,1.0
7,0.0,0.0,0.0,0.0,0.0,0.0,3874.07,3875.98,3863.0,3869.51,-1.0
8,0.0,0.0,0.0,0.0,0.0,0.0,3866.0,3876.78,3861.57,3861.77,-1.0
9,0.0,0.0,0.0,0.0,0.0,0.0,3864.0,3868.45,3856.51,3863.16,-1.0
10,0.0,0.0,0.0,0.0,0.0,0.0,3863.07,3865.99,3855.0,3862.27,1.0
11,0.0,0.0,0.0,0.0,0.0,0.0,3863.25,3865.0,3850.0,3856.0,-1.0
12,0.0,0.0,0.0,0.0,0.0,0.0,3856.07,3858.02,3850.0,3855.99,-1.0
13,0.0,0.0,0.0,0.0,67.2240085745,0.0,3855.39,3870.06,3852.0,3862.71,1.0
14,0.0,0.0,0.0,0.0,69.5675675676,0.0,3863.52,3868.98,3860.1,3866.74,1.0
15,0.0,0.0,0.0,0.0,47.2162162162,0.0,3867.22,3868.0,3856.7,3858.47,-1.0
16,0.0,0.0,0.0,0.0,18.1494661922,0.0,3858.53,3860.0,3851.0,3852.7,-1.0
17,0.0,0.0,0.0,0.0,37.714712472,0.0,3852.38,3863.8,3850.22,3860.1,1.0
18,0.0,0.0,0.0,0.0,34.353995519,0.0,3860.39,3861.75,3853.82,3859.2,-1.0
19,0.0,0.0,0.0,0.0,84.9452269171,0.0,3859.8,3881.95,3859.8,3877.14,1.0
20,0.0,0.0,0.0,0.0,92.0,0.0,3875.89,3885.0,3873.67,3882.2,1.0
21,0.0,0.0,0.0,0.0,81.2938113359,0.0,3882.84,3949.86,3882.08,3931.18,1.0
22,0.0,0.0,0.0,0.0,57.1700380533,0.0,3930.0,3930.46,3890.0,3907.09,-1.0
23,0.0,0.0,0.0,0.0,73.2024834769,0.0,3907.89,3924.8,3899.96,3923.1,1.0
24,0.0,0.0,0.0,0.0,63.70919287,0.0,3922.2,3925.0,3905.1,3913.62,-1.0
25,0.0,22.0546722341,0.0,0.0,62.8680152213,0.0,3914.68,3916.24,3910.39,3912.78,-1.0
26,0.0,20.4301927451,0.0,0.0,44.3396226415,0.0,3914.0,3915.08,3882.02,3894.4,-1.0
27,49.0597085046,19.194259325,0.0,0.0,47.7318346046,59.553882647,3891.72,3905.98,3888.0,3897.78,1.0
28,47.9112159178,18.2640635192,0.0,0.0,50.9634684866,58.1615845062,3896.75,3904.0,3894.0,3901.0,1.0
29,46.9418828663,17.1667982751,0.0,0.0,48.9462063428,56.8327202862,3901.0,3906.0,3895.55,3898.99,-1.0
30,46.0417878899,16.2798035879,0.0,0.0,51.0638297872,56.9562910095,3899.57,3904.55,3897.1,3901.1,1.0
31,44.4662235529,15.0140407579,0.0,0.0,44.2003331945,59.3073169806,3901.12,3902.66,3890.0,3896.27,-1.0
32,43.0031995258,14.0546648568,0.0,0.0,43.3266711082,59.7705756036,3895.86,3899.9,3894.03,3898.82,1.0
33,41.8442408267,13.0734482407,17.2813270602,-4.20787881948,31.8676991731,60.4114810028,3898.82,3902.93,3895.0,3897.95,-1.0
34,39.7218038555,12.3998061827,16.3050228847,-3.90521670202,27.9923349057,56.6202290211,3897.04,3902.96,3885.0,3901.01,1.0
35,37.9797246946,11.8759007961,15.419198467,-3.54329767089,42.9603633361,52.048252943,3901.1,3906.0,3898.1,3902.83,-1.0
36,35.8832137985,10.9033150853,14.5160217906,-3.61270670537,35.9702187064,49.3101495144,3901.01,3905.97,3893.32,3897.48,-1.0
37,33.9040722431,9.66127995473,13.5450734234,-3.88379346872,25.5932992089,47.7958767039,3897.48,3899.6,3893.0,3893.02,-1.0
38,31.5592956023,8.30764810084,12.4975883589,-4.18994025809,22.2384570427,44.3952206848,3893.03,3898.0,3888.0,3889.63,-1.0
39,30.9404840724,5.50673826545,11.0994183402,-5.59268007478,6.11246943765,41.4330252685,3889.33,3891.95,3866.0,3869.0,-1.0
40,30.7189432319,3.41546431162,9.56262753451,-6.14716322289,23.9215686275,37.3790577126,3869.0,3884.95,3860.1,3871.08,1.0
41,30.5132267372,1.42617031005,7.93533608962,-6.50916577957,15.4030501089,35.920625283,3871.14,3876.6,3866.19,3867.17,-1.0
42,32.5663022641,-3.21508476594,5.70525191851,-8.92033668444,23.495049505,33.6114263904,3866.56,3868.79,3805.0,3828.73,-1.0
43,34.4727295392,-6.68472809025,3.22725591676,-9.911984007,25.1089108911,31.6493964632,3828.86,3835.0,3807.01,3830.36,1.0
44,34.9900309989,-8.70789903561,0.840224926282,-9.54812396189,32.7920792079,29.9467325023,3830.34,3850.0,3825.01,3838.12,1.0
45,35.4703823544,-10.6819742887,-1.46421491671,-9.21775937199,26.7326732673,28.641607461,3836.3,3845.88,3825.1,3832.0,-1.0
46,35.574102603,-10.8385064752,-3.3390732284,-7.49943324675,42.4752475248,27.3939174662,3832.17,3849.99,3829.1,3847.9,1.0
47,35.6075567512,-11.4981427298,-4.97088712868,-6.5272556011,34.2772277228,27.3331014959,3848.07,3850.72,3837.0,3839.62,-1.0
48,36.0958518862,-12.7358846076,-6.52388662445,-6.21199798311,23.702970297,27.505210678,3839.45,3842.97,3825.27,3828.94,-1.0
49,37.4668826958,-15.3114842599,-8.28140615154,-7.03007810833,11.6013217826,27.1988274917,3828.92,3830.74,3794.0,3806.99,-1.0
50,38.7399827333,-16.4457405771,-9.91427303665,-6.53146754045,20.7196969697,24.9588959522,3807.0,3822.91,3801.0,3815.88,1.0
51,38.408451574,-15.4614030413,-11.0236990376,-4.4377040037,41.3557692308,23.869572971,3815.24,3842.0,3807.04,3837.01,1.0
52,38.1006012118,-15.4888149088,-11.9167222118,-3.57209269695,31.4344053088,24.9954636868,3837.22,3842.0,3820.28,3824.79,-1.0
53,38.0121550798,-15.9081397063,-12.7150057107,-3.19313399556,25.9373282023,25.6523171344,3825.9,3832.0,3815.0,3817.59,-1.0
54,37.9300265287,-15.7035863173,-13.312721832,-2.3908644853,33.8983050847,27.0683784747,3817.84,3826.0,3817.46,3822.0,1.0
55,37.8537643027,-15.3819152996,-13.7265605255,-1.65535477406,37.144003209,27.7810025074,3821.93,3826.0,3818.0,3821.78,-1.0
56,38.0742263013,-15.6550002253,-14.1122484655,-1.54275175982,33.4978843441,29.3339277288,3820.01,3823.78,3811.04,3813.0,-1.0
57,38.3453329825,-15.5461636261,-14.3990314976,-1.14713212847,36.6889985896,30.0484159316,3812.15,3824.08,3809.44,3814.81,-1.0
58,38.7438776581,-15.1425319472,-14.5477315875,-0.594800359657,39.8095909732,30.875565053,3811.41,3822.01,3805.98,3816.58,1.0
59,39.1139548568,-14.73908796,-14.586002862,-0.153085098015,37.9231311707,31.3768158933,3816.23,3821.52,3810.3,3815.51,-1.0
60,38.8317477739,-13.3400467968,-14.336811649,0.996764852194,58.1452750353,32.176134315,3814.76,3826.99,3814.76,3826.98,1.0
61,37.8470836641,-12.568945637,-13.9832384466,1.41429280958,55.135797427,33.2954219943,3826.99,3833.74,3816.0,3821.0,-1.0
62,37.3446680272,-12.5889781114,-13.7043863795,1.11540826815,36.2083333333,34.7853198303,3821.0,3821.21,3809.02,3811.38,-1.0
63,36.8781392216,-12.1684453992,-13.3971981835,1.22875278429,34.2682926829,35.6785600472,3811.96,3820.0,3810.48,3815.05,1.0
64,36.4750734676,-11.8000115603,-13.0777608588,1.27774929856,21.7101610217,37.2976293972,3815.21,3816.7,3810.0,3813.8,-1.0
65,34.6575286928,-10.3757399023,-12.5373566675,2.1616167652,56.5519156024,37.3683768295,3814.29,3830.0,3813.0,3826.35,1.0
66,32.4187252638,-9.24930780676,-11.8797468954,2.63043908862,63.3788737088,38.4538158561,3829.32,3835.99,3823.0,3825.0,-1.0
67,30.4250496383,-8.06592872554,-11.1169832614,3.05105453587,71.5428190603,40.7355635989,3825.39,3828.91,3822.0,3827.45,1.0
68,28.3711313129,-7.04366957387,-10.3023205239,3.25865095004,71.676107964,43.9930986602,3827.13,3831.01,3822.07,3827.49,1.0
69,27.0932759091,-7.15644465932,-9.67314535099,2.51670069167,30.1566144618,46.6915131516,3827.47,3828.13,3815.0,3815.03,-1.0
70,26.2549379641,-6.49954257915,-9.03842479662,2.53888221747,57.8807064312,46.1924139554,3815.02,3823.65,3810.78,3823.35,1.0
71,25.3335635821,-6.38943932456,-8.50862770221,2.11918837765,37.8873708764,47.9340441044,3823.7,3824.92,3811.0,3817.35,-1.0
72,24.4780016559,-5.89292607011,-7.98548737579,2.09256130568,46.5702632555,48.0196421249,3817.0,3823.99,3812.01,3821.58,1.0
73,23.7973045087,-4.52656467623,-7.29370283588,2.76713815965,66.6203446359,48.5025472879,3823.35,3845.0,3820.77,3832.99,1.0
74,23.1652285863,-3.97164831719,-6.62929193214,2.65764361495,46.8593663146,50.5523482497,3833.0,3834.2,3824.68,3825.88,-1.0
75,22.7253734266,-3.08319079011,-5.92007170373,2.83688091363,61.0894941634,49.7462119126,3826.0,3836.0,3825.0,3831.0,1.0
76,22.3169364926,-2.48279596644,-5.23261655627,2.74982058983,55.3142857143,50.1714759652,3830.51,3834.79,3826.0,3829.36,-1.0
77,22.1065584557,-1.77430662064,-4.54095456915,2.7666479485,62.8285714286,51.5361868495,3830.15,3836.67,3829.03,3831.99,1.0
78,22.3432759263,-0.429201787093,-3.71860401274,3.28940222564,90.1811805961,53.5762067599,3832.55,3841.64,3831.5,3841.64,1.0
79,23.2004338367,0.700543615685,-2.83477448705,3.53531810274,80.9535951045,58.4669938724,3839.82,3850.0,3839.0,3842.53,1.0
80,23.9963661821,1.63831515785,-1.94015655807,3.57847171592,82.891381948,60.2099709797,3844.26,3845.95,3839.0,3843.29,1.0
81,24.8751590237,2.49316961217,-1.05349132402,3.54666093619,87.3278939317,61.6037215682,3845.24,3847.8,3841.88,3845.03,1.0
82,25.783938779,3.12813341983,-0.217166375253,3.34529979508,87.1239163692,62.7312269161,3846.0,3849.0,3842.01,3844.95,-1.0
83,24.9108067198,3.3498499823,0.496236896257,2.85361308604,79.4492605813,63.8346418022,3845.55,3849.45,3830.44,3841.94,-1.0
84,24.1000412363,2.79615384198,0.956220285402,1.83993355658,57.1794871795,67.3555450965,3840.03,3840.99,3830.98,3833.3,-1.0
85,23.2684160363,2.25390012701,1.21575625372,1.03814387329,53.5140826533,67.3054580071,3833.81,3838.0,3830.42,3832.34,-1.0
86,22.1228569993,2.0849674429,1.38959849156,0.695368951339,51.6592541909,68.4216517054,3832.34,3838.0,3827.81,3835.87,1.0
87,22.2393222483,2.44258465685,1.60019572462,0.842388932232,69.6287519747,68.785151058,3835.11,3849.3,3834.53,3842.31,1.0
88,22.347468551,2.28889347511,1.73793527472,0.550958200393,48.88,69.0000372964,3842.27,3842.8,3836.58,3837.22,-1.0
89,21.9335170548,2.15276627032,1.82090147384,0.331864796487,47.2916666667,69.144368274,3837.68,3838.65,3833.2,3837.35,-1.0
90,21.5875628951,2.06465787603,1.86965275428,0.195005121755,45.4258675079,68.1588091671,3836.31,3839.0,3835.0,3837.89,1.0
91,22.4886196822,3.01791018391,2.0993042402,0.918605943707,95.4320987654,67.4524935809,3837.97,3852.11,3837.36,3851.0,1.0
92,24.1682161158,3.73036814383,2.42551702093,1.3048511229,62.355471901,69.7813169621,3851.0,3865.0,3850.0,3851.0,1.0
93,24.3688320496,3.62143499967,2.66470061668,0.956734382996,41.3014251143,67.793766341,3852.04,3852.12,3840.0,3843.17,-1.0
94,24.5551182738,3.56102943089,2.84396637952,0.717063051374,43.5332078516,64.9614684846,3843.12,3849.0,3840.0,3844.0,1.0
95,25.0184225755,3.78343498891,3.0318601014,0.75157488751,53.9930088734,62.1501703348,3843.88,3852.9,3843.16,3847.89,1.0
96,23.8788841304,2.87673353164,3.00083478745,-0.124101255809,19.01048669,59.7691071164,3847.72,3853.71,3830.05,3834.88,-1.0
97,22.8207412885,2.12878528413,2.82642488678,-0.697639602655,18.8491529981,54.9038621393,3835.21,3840.37,3830.1,3834.82,-1.0
98,21.8964356391,1.65254337757,2.59164858494,-0.939105207371,23.36649637,50.5752830262,3835.18,3840.98,3834.22,3836.5,1.0
99,20.334469658,0.66229637525,2.205778143,-1.54348176775,3.19978488841,48.1600693969,3836.5,3838.99,3828.0,3829.0,-1.0
100,18.8840726756,0.357546770867,1.83613186857,-1.47858509771,18.9189189189,44.5661909852,3829.64,3835.5,3828.11,3835.0,1.0
101,18.0368746259,0.031745265771,1.47525454801,-1.44350928224,16.1081081081,42.2275956086,3835.0,3840.0,3832.09,3833.96,-1.0
102,17.2501907226,-0.0148712441,1.17722938959,-1.19210063369,23.1891891892,38.4046924753,3833.98,3839.19,3833.5,3836.58,1.0
103,16.6153003218,0.0301428435405,0.947812080381,-0.91766923684,25.9459459459,36.5696345602,3836.4,3840.0,3834.0,3837.6,1.0
104,16.3800599119,0.136861654729,0.785621995251,-0.648760340522,28.3783783784,35.044940223,3837.7,3842.99,3835.78,3838.5,1.0
105,15.34187824,0.05777398082,0.640052392364,-0.582278411544,22.9189189189,33.8272624281,3838.5,3839.9,3830.0,3836.48,-1.0
106,14.3778524019,-0.243366207922,0.463368672307,-0.706734880229,21.3535589265,28.6477495819,3836.8,3837.36,3830.05,3833.49,-1.0
107,13.6927480317,-0.210090102714,0.328676917303,-0.538767020017,34.3446129911,25.7190415123,3834.99,3838.88,3832.1,3836.83,1.0
108,13.4777657367,0.0568936276077,0.274320259364,-0.217426631756,45.9743290548,25.2221263606,3836.83,3841.99,3832.07,3839.82,1.0
109,13.3658464293,0.139380668428,0.247332341177,-0.107951672749,39.8288603656,25.3964921608,3839.55,3842.64,3838.01,3838.24,1.0
110,13.5828931571,0.119455920713,0.221757057084,-0.102301136371,54.1176470588,24.3847672674,3839.65,3845.0,3837.0,3837.2,-1.0
111,12.8851223754,0.00675754662552,0.178757154992,-0.171999608367,47.0588235294,26.8924215795,3837.2,3839.12,3831.79,3836.0,-1.0
112,12.7535071967,-0.953524741296,-0.0476992242654,-0.905825517031,3.62669245648,28.907398046,3836.0,3836.39,3824.32,3825.07,-1.0
113,12.2502040024,-1.61923280458,-0.362005940329,-1.25722686425,8.22050290135,27.4974120522,3825.75,3845.0,3824.51,3826.02,1.0
114,11.5474993048,-2.4861068393,-0.786826120122,-1.69928071917,5.46184738956,27.8560347674,3826.09,3829.79,3820.1,3821.46,-1.0
115,10.8949877999,-3.06276191676,-1.24201327945,-1.82074863731,9.19678714859,26.8948153724,3820.28,3826.94,3820.11,3822.39,1.0
116,14.2248257088,-7.65891319492,-2.52539326254,-5.13351993238,15.8154675048,26.4011495896,3822.51,3823.53,3755.91,3770.0,-1.0
117,17.3168180528,-10.3748845588,-4.09529152179,-6.27959303699,27.0400718375,25.8744551836,3770.0,3790.0,3759.99,3780.0,1.0
118,20.1879538008,-12.1428406466,-5.70480134676,-6.43803929985,30.4411269503,25.952607033,3780.0,3790.0,3767.01,3783.03,1.0
119,23.3317793094,-15.670295238,-7.697900125,-7.97239511297,4.67368421053,26.0999462167,3783.02,3784.0,3750.0,3754.44,-1.0
120,26.6034978309,-18.0511751003,-9.76855512005,-8.28261998022,20.7492795389,24.7967151661,3753.58,3759.9,3733.96,3757.0,1.0
121,29.6404042516,-20.3290590368,-11.8806559034,-8.44840313343,13.7698126801,24.7535523527,3757.0,3759.91,3742.3,3749.25,-1.0
122,32.6099643155,-21.1641070323,-13.7373461292,-7.42676090311,21.875,23.2839237591,3750.0,3759.93,3735.0,3758.25,1.0
123,34.2988686245,-21.3394397121,-15.2577648458,-6.08167486636,24.5587175793,21.5625431123,3758.16,3769.5,3753.03,3761.23,1.0
124,35.4958305578,-21.1721996213,-16.4406518009,-4.7315478204,25.2521613833,20.4718186275,3761.26,3773.0,3755.01,3762.0,1.0
125,36.9313355569,-21.1461032581,-17.3817420923,-3.76436116578,21.3436599424,18.4099982221,3762.0,3765.59,3745.03,3757.66,-1.0
126,38.2963377424,-21.155901227,-18.1365739193,-3.01932730777,18.2817002882,16.5732008231,3757.81,3760.0,3744.01,3754.26,-1.0
127,38.6878218985,-19.9612312457,-18.5015053846,-1.45972586115,33.7576959199,17.6199870968,3755.77,3768.0,3752.44,3766.31,1.0
128,38.1494032546,-18.7826011322,-18.5577245341,-0.224876598086,34.9967734997,19.4440723124,3766.38,3777.1,3762.12,3766.5,1.0
129,38.4647186808,-18.7180607169,-18.5897917706,-0.128268946271,21.3129396003,21.5537098917,3768.79,3777.7,3743.0,3753.05,-1.0
130,38.7575115766,-18.3943545714,-18.5507043308,0.15634975936,35.403283369,22.4191493525,3753.43,3757.78,3752.44,3753.8,1.0
131,38.1491207489,-16.8765294766,-18.21586936,1.33933988336,58.9935760171,23.8182790571,3755.14,3767.19,3752.39,3767.02,1.0
132,38.3511888079,-18.1290992231,-18.1985153326,0.0694161095147,0.079936051159,26.1006722128,3766.11,3766.11,3734.0,3734.0,-1.0
133,39.0109352709,-19.5372481786,-18.4662619018,-1.0709862768,10.4870861501,23.93201572,3734.0,3745.88,3720.01,3726.06,-1.0
134,39.6235569865,-19.4661711702,-18.6662437555,-0.799927414727,31.1665799965,24.3472587157,3726.0,3740.01,3724.2,3737.99,1.0
135,40.0011987301,-19.7486473469,-18.8827244737,-0.865922873117,18.9980932571,25.0913516055,3737.23,3742.0,3728.07,3730.97,-1.0
136,40.3518660635,-19.506386262,-19.0074568314,-0.498929430565,24.1809672387,25.4648002181,3730.97,3739.99,3730.0,3733.96,1.0
137,41.0536940563,-19.7133169075,-19.1486288466,-0.564688060923,10.7452339688,25.6295121638,3734.46,3735.8,3720.0,3726.2,-1.0
138,42.7435024527,-22.2984242007,-19.7785879174,-2.51983628328,13.3162743091,24.642834763,3726.26,3727.84,3680.0,3693.01,-1.0
139,44.4439624926,-24.0728709495,-20.6374445239,-3.43542642565,19.0735434575,23.7902714006,3695.0,3695.0,3673.0,3692.97,-1.0
140,44.0360479079,-24.1557238615,-21.3411003914,-2.81462347013,31.4422158548,23.6281202231,3692.98,3720.01,3686.01,3705.92,1.0
141,43.6572700793,-23.2992043611,-21.7327211853,-1.56648317578,39.1786055396,24.5681570493,3705.93,3720.0,3696.0,3714.02,1.0
142,41.1449986363,-21.2274673809,-21.6316704244,0.404203043548,52.7698185291,24.9553648793,3712.99,3756.0,3707.98,3728.25,1.0
143,38.8121751535,-18.5048533094,-21.0063070014,2.50145369201,70.0711328166,26.2248680956,3729.01,3739.89,3716.02,3739.0,1.0
144,37.4869255344,-19.0071374038,-20.6064730819,1.59933567814,32.1902537424,29.7075961825,3737.98,3739.99,3695.0,3703.32,-1.0
145,36.541626077,-18.0042302138,-20.0860245083,2.08179429448,48.4480721727,29.4780940663,3701.86,3720.0,3687.0,3718.11,1.0
146,35.2912093162,-17.6506792221,-19.598955451,1.94827622895,44.7228915663,28.7248437917,3718.98,3726.5,3698.02,3710.12,-1.0
147,34.2491017808,-17.5410802488,-19.1873804106,1.64630016176,39.156626506,31.9136263285,3713.25,3715.22,3695.0,3705.5,-1.0
148,33.2012123915,-16.7367952385,-18.6972633762,1.9604681377,46.9879518072,33.9614506397,3705.79,3716.5,3697.0,3712.0,1.0
149,32.1388508356,-16.1975201422,-18.1973147294,1.99979458721,42.734939759,35.0915486261,3712.0,3717.85,3702.01,3708.47,-1.0
150,31.2485776549,-16.0993699084,-17.7777257652,1.67835585679,35.0481927711,36.787037662,3710.14,3719.0,3700.0,3702.09,-1.0
151,29.1381529589,-13.4801425753,-16.9182091272,3.43806655192,70.6746987952,37.5632680572,3702.86,3739.0,3702.02,3731.66,1.0
152,27.178472884,-11.7259315015,-15.8797536021,4.15382210058,63.8554216867,41.8439441162,3731.58,3733.51,3713.98,3726.0,-1.0
153,25.3587699574,-10.0791173382,-14.7196263493,4.64050901107,59.6228032576,45.4538832146,3726.0,3732.78,3725.0,3727.74,1.0
154,24.6168261863,-7.93532712669,-13.3627665048,5.42743937808,72.4637681159,48.3502589146,3727.83,3753.69,3727.0,3737.0,1.0
155,23.9278783989,-6.13417722163,-11.9170486481,5.78287142652,73.0289855072,51.2803697904,3737.73,3750.0,3729.99,3737.39,1.0
156,24.5898807876,-2.019040661,-9.93744705071,7.91840638971,89.688172043,53.6982540738,3737.97,3780.0,3737.0,3770.41,1.0
157,27.0226410297,6.22101266326,-6.70575510792,12.9267677712,84.3930635838,56.3352793248,3771.99,3860.0,3770.1,3833.0,1.0
158,29.281632683,11.24987481,-3.11462912433,14.3645039344,74.5664739884,57.3582743796,3832.28,3850.0,3805.98,3816.0,-1.0
159,30.0149768672,13.6895830469,0.246213309911,13.443369737,62.9090909091,60.3851472543,3817.24,3825.14,3781.2,3798.8,-1.0
160,30.3340698976,16.3384760182,3.46466585157,12.8738101666,69.696969697,61.4180771641,3798.0,3815.88,3774.0,3810.0,1.0
161,30.8024477202,17.6197628075,6.29568524275,11.3240775647,64.6503067485,63.2019398877,3811.91,3822.91,3801.0,3802.38,-1.0
162,29.4072433287,17.1161582942,8.45977985304,8.65637844114,53.75,65.0229170478,3802.9,3803.81,3760.12,3786.0,-1.0
163,28.2956411718,13.7903580824,9.52589549891,4.26446258348,32.3125,65.5059204902,3786.0,3830.01,3701.0,3751.7,-1.0
164,27.2634391689,11.3713367417,9.89498374747,1.47635299426,34.5974842767,64.7614605074,3756.42,3770.0,3730.0,3756.01,-1.0
165,25.3517430573,11.9151651872,10.2990200354,1.61614515177,54.8490566038,64.7292670435,3756.01,3799.99,3745.01,3788.21,1.0
166,23.576596668,9.81787789872,10.2027916081,-0.384913709359,36.0251572327,63.5988640298,3787.99,3793.93,3753.56,3758.28,-1.0
167,22.2502841984,8.70498469096,9.90323022465,-1.19824553369,41.0880503145,61.6109879974,3758.11,3780.0,3743.09,3766.33,1.0
168,21.0187083338,6.66890044339,9.2563642684,-2.58746382501,32.6918238994,60.2870770729,3766.34,3768.99,3750.7,3752.98,-1.0
169,20.9467598569,2.60690964608,7.92647334394,-5.31956369785,13.8427672956,57.4462239146,3752.3,3761.97,3713.33,3723.01,-1.0
170,20.879950557,-0.293361316435,6.28250641186,-6.5758677283,16.3018867925,53.2186368995,3723.01,3742.55,3716.0,3726.92,1.0
171,20.8179133499,-2.49051536039,4.52790205741,-7.0184174178,18.0,47.9767593816,3726.91,3731.07,3720.0,3727.82,1.0
172,19.9815347638,-3.18400624541,2.98552039685,-6.16952664226,30.5015115107,43.234397697,3727.82,3750.0,3717.0,3740.35,1.0
173,19.2048975054,-3.60330530069,1.66775525734,-5.27106055803,31.3541585924,40.0869003772,3740.88,3745.0,3736.0,3741.45,1.0
174,18.4217672053,-3.5277896853,0.628646268813,-4.15643595411,34.8810169754,37.8329766403,3741.48,3746.44,3738.0,3746.0,1.0
175,17.6945747837,-3.73315164264,-0.243713313477,-3.48943832916,31.9200062011,35.3461228744,3742.0,3744.74,3740.28,3742.18,-1.0
176,16.8616947136,-3.48215999505,-0.891402649792,-2.59075734526,35.508875281,33.0082442639,3741.81,3747.99,3740.13,3746.81,1.0
177,15.9868372617,-3.43568893219,-1.40025990627,-2.03542902592,35.887375952,31.705306784,3746.81,3750.0,3740.0,3744.43,-1.0
178,15.2412977674,-3.65368808314,-1.85094554164,-1.80274254149,31.6408954535,31.9606550663,3744.43,3745.91,3738.62,3740.75,-1.0
179,14.9115856207,-4.32130920615,-2.34501827455,-1.97629093161,25.6451612903,31.7494701503,3740.87,3740.94,3731.2,3734.0,-1.0
180,15.854945907,-7.28162422611,-3.33233946486,-3.94928476125,3.5375,29.6634776279,3734.0,3734.0,3700.0,3702.83,-1.0
181,17.3420963938,-10.9482912734,-4.85552982656,-6.0927614468,5.5062366558,27.3429306827,3702.86,3717.0,3680.0,3684.9,-1.0
182,18.7230218458,-11.9261268087,-6.26964922298,-5.6564775857,33.048676345,24.8013725643,3684.0,3710.57,3681.01,3707.09,1.0
183,20.8028028936,-14.4716546291,-7.91005030421,-6.56160432492,33.08,24.8268620247,3707.96,3710.0,3650.0,3683.08,-1.0
184,22.7340281524,-17.6636020141,-9.86076064618,-7.80284136788,16.0,26.200950075,3683.08,3685.0,3660.0,3666.0,-1.0
185,24.1493110123,-18.6867676061,-11.6259620382,-7.06080556792,32.0,26.1793867327,3666.44,3690.63,3664.24,3682.0,1.0
186,24.5514194084,-18.1985153764,-12.9404727058,-5.25804267059,45.5,27.1793867327,3681.95,3705.0,3681.82,3695.5,1.0
187,25.082017908,-19.0835768446,-14.1690935336,-4.91448331101,27.01,28.250707339,3695.09,3698.0,3677.0,3677.01,-1.0
188,25.5747165147,-18.3581568912,-15.0069062051,-3.35125068612,42.07,27.9404102967,3677.74,3697.96,3677.0,3692.07,1.0
189,25.820933389,-17.1051565643,-15.4265562769,-1.67860028739,48.03,28.4539090842,3692.07,3701.0,3690.0,3698.03,1.0
190,26.8833421165,-18.5466502505,-16.0505750717,-2.49607517885,15.21,29.604622927,3698.0,3700.5,3665.21,3665.21,-1.0
191,28.5591094851,-21.6344683778,-17.1673537329,-4.46711464495,0.0,28.154703264,3666.87,3671.7,3638.01,3638.01,-1.0
192,30.43737418,-22.4518248209,-18.2242479505,-4.22757687039,27.4400540358,25.5913192675,3638.0,3657.78,3622.5,3655.0,1.0
193,31.5116443434,-23.0277955404,-19.1849574685,-3.84283807193,26.9955156951,25.2912591662,3654.5,3668.0,3641.26,3652.6,-1.0
194,33.0312582744,-25.0992507134,-20.3678161174,-4.73143459591,12.0,25.3877130523,3652.67,3661.01,3617.0,3629.0,-1.0
195,34.4423283532,-25.078433533,-21.3099396006,-3.76849393248,31.0142139575,25.992177338,3629.04,3650.99,3621.51,3646.02,1.0
196,35.1568571914,-25.352284078,-22.1184084961,-3.23387558195,23.4408602151,27.8141757167,3646.02,3660.0,3627.0,3638.8,-1.0
197,35.9886933855,-24.4602606123,-22.5867789193,-1.87348169303,36.4204545455,27.127903136,3638.1,3653.99,3620.21,3649.05,1.0
198,36.7611127085,-24.7111224485,-23.0116476252,-1.69947482335,18.9204545455,27.3665070321,3648.46,3649.99,3628.0,3633.65,-1.0
199,37.6865637633,-25.1222407253,-23.4337662452,-1.68847448011,11.8522727273,27.5751109282,3634.6,3640.0,3620.0,3627.43,-1.0
200,36.8921953263,-23.8585614182,-23.5187252798,-0.339836138421,31.8095238095,26.1359875515,3627.96,3664.8,3620.02,3643.72,1.0
201,36.1545674919,-22.1331310617,-23.2416064362,1.10847537444,38.7261904762,25.1580963951,3643.86,3660.82,3641.26,3649.53,1.0
202,35.46962736,-20.7021741607,-22.7337199811,2.03154582041,36.1428571429,25.9949671434,3649.41,3651.16,3642.0,3647.36,-1.0
203,34.1907413297,-18.512311356,-21.8894382561,3.37712690006,48.8622754491,25.5715997964,3648.01,3660.99,3636.5,3657.8,1.0
204,33.0032043016,-17.5189737016,-21.0153453452,3.49637164359,53.1992687386,25.6310480428,3659.39,3659.46,3641.79,3646.1,-1.0
205,33.2602514847,-19.2269972065,-20.6576757174,1.43067851095,10.3709677419,28.3445672384,3646.15,3646.99,3606.0,3612.43,-1.0
206,34.4448934014,-23.8855683604,-21.303254246,-2.58231411438,0.0599999999999,29.0853506486,3613.5,3621.4,3568.0,3568.06,-1.0
